606,5
607,6
608,3
609,4
610,5
611,5
612,6
613,6
614,5
615,4
616,2
617,0
618,6
619,5
620,5
621,4
622,0
623,5
624,6
625,2
626,5
627,6
628,3
629,5
630,0
631,2
632,4
633,5
634,1
635,2
636,6
637,2
638,0
639,3
640,1
641,6
642,5
643,6
644,6
645,5
646,6
647,5
648,6
649,6
650,6
651,0
652,6
653,2
654,4
655,5
656,3
657,6
658,0
659,3
660,1
661,0
662,5
663,3
664,3
665,0
666,3
667,5
668,1
669,4
670,0
671,3
672,0
673,4
674,2
675,0
676,4
677,5
678,2
679,5
680,6
681,0
682,0
683,5
684,6
685,6
686,6
687,6
688,4
689,6
690,2
691,3
692,5
693,6
694,0
695,2
696,5
697,6
698,6
699,0
700,0
701,6
702,0
703,4
704,3
705,0
706,1
707,6
708,5
709,4
710,5
711,0
712,1
713,2
714,1
715,6
716,0
717,3
718,4
719,5
720,4
721,0
722,5
723,2
724,2
725,1
726,1
727,4
728,6
729,5
730,0
731,0
732,1
733,5
734,3
735,0
736,3
737,2
738,1
739,5
740,3
741,6
742,3
743,5
744,3
745,4
746,1
747,4
748,4
749,4
750,0
751,3
752,5
753,6
754,5
755,6
756,0
757,3
758,1
759,1
760,3
761,4
762,0
763,3
764,1
765,6
766,3
767,5
768,6
769,6
770,0
771,0
772,0
773,1
774,0
775,2
776,0
777,6
778,2
779,5
780,6
781,3
782,4
783,4
784,0
785,4
786,3
787,6
788,0
789,5
790,0
791,0
792,1
793,4
794,5
795,5
796,5
797,3
798,2
799,0
800,6
801,0
802,1
803,0
804,0
805,5
806,2
807,0
808,3
809,1
810,6
811,5
812,1
813,6
814,5
815,4
816,6
817,4
818,2
819,0
820,0
821,2
822,5
823,3
824,6
825,0
826,6
827,4
828,3
829,6
830,3
831,0
832,2
833,1
834,0
835,5
836,5
837,5
838,5
839,0
840,5
841,3
842,4
843,0
844,4
845,6
846,4
847,5
848,6
849,5
850,4
851,0
852,0
853,1
854,5
855,3
856,5
857,6
858,3
859,0
860,0
861,6
862,0
863,6
864,1
865,3
866,3
867,5
868,4
869,6
870,0
871,4
872,6
873,0
874,0
875,0
876,0
877,0
878,5
879,5
880,1
881,5
882,3
883,2
884,3
885,2
886,5
887,4
888,4
889,0
890,6
891,0
892,6
893,0
894,1
895,5
896,1
897,1
898,4
899,1
900,0
901,4
902,0
903,3
904,3
905,2
906,6
907,3
908,1
909,3
910,3
911,4
912,4
913,2
914,6
915,4
916,1
917,0
918,5
919,5
920,0
921,0
922,4
923,5
924,1
925,6
926,1
927,1
928,2
929,6
930,3
931,4
932,3
933,5
934,4
935,0
936,6
937,5
938,3
939,2
940,1
941,1
942,5
943,4
944,2
945,2
946,6
947,2
948,5
949,0
950,0
951,5
952,4
953,1
954,5
955,0
956,0
957,2
958,3
959,3
960,5
961,0
962,0
963,3
964,5
965,3
966,0
967,2
968,6
969,1
970,1
971,1
972,5
973,6
974,4
975,3
976,4
977,0
978,1
979,4
980,5
981,6
982,1
983,0
984,5
985,6
986,6
987,5
988,5
989,6
990,1
991,5
992,3
993,3
994,3
995,3
996,5
997,4
998,0
999,4
1000,3
1001,5
1002,5
1003,1
1004,1
1005,0
1006,5
1007,0
1008,2
1009,0
1010,3
1011,0
1012,4
1013,1
1014,0
1015,3
1016,4
1017,0
1018,4
1019,6
1020,0
1021,3
1022,4
1023,4
1024,5
1025,5
1026,0
1027,4
1028,5
1029,0
1030,4
1031,0
1032,6
1033,0
1034,0
1035,6
1036,5
1037,0
1038,5
1039,0
1040,6
1041,6
1042,3
1043,6
1044,0
1045,4
1046,2
1047,4
1048,3
1049,5
1050,6
1051,3
1052,2
1053,3
1054,5
1055,5
1056,0
1057,0
1058,5
1059,1
1060,6
1061,3
1062,6
1063,4
1064,3
1065,5
1066,0
1067,5
1068,2
1069,0
1070,3
1071,5
1072,6
1073,3
1074,5
1075,2
1076,4
1077,6
1078,1
1079,2
1080,3
1081,1
1082,5
1083,3
1084,6
1085,6
1086,5
1087,0
1088,0
1089,0
1090,3
1091,2
1092,0
1093,5
1094,6
1095,2
1096,5
1097,0
1098,3
1099,4
1100,5
1101,4
1102,0
1103,4
1104,0
1105,5
1106,1
1107,1
1108,2
1109,0
1110,0
1111,1
1112,6
1113,0
1114,4
1115,4
1116,5
1117,4
1118,6
1119,0
1120,6
1121,5
1122,6
1123,3
1124,3
1125,5
1126,0
1127,5
1128,2
1129,3
1130,6
1131,5
1132,0
1133,6
1134,1
1135,1
1136,4
1137,1
1138,5
1139,0
1140,6
1141,0
1142,4
1143,1
1144,2
1145,4
1146,2
1147,3
1148,3
1149,0
1150,5
1151,4
1152,5
1153,6
1154,4
1155,4
1156,5
1157,0
1158,1
1159,3
1160,4
1161,3
1162,6
1163,2
1164,0
1165,6
1166,4
1167,5
1168,0
1169,0
1170,2
1171,4
1172,0
1173,5
1174,3
1175,4
1176,6
1177,0
1178,6
1179,3
1180,0
1181,0
1182,5
1183,0
1184,5
1185,2
1186,5
1187,4
1188,2
1189,5
1190,4
1191,5
1192,0
1193,5
1194,4
1195,4
1196,0
1197,6
1198,4
1199,6
1200,1
1201,4
1202,3
1203,1
1204,6
1205,0
1206,3
1207,5
1208,6
1209,1
1210,5
1211,4
1212,3
1213,0
1214,6
1215,6
1216,1
1217,1
1218,4
1219,6
1220,6
1221,5
1222,5
1223,0
1224,4
1225,6
1226,0
1227,5
1228,4
1229,5
1230,1
1231,6
1232,1
1233,2
1234,1
1235,0
1236,3
1237,6
1238,6
1239,5
1240,6
1241,0
1242,4
1243,0
1244,0
1245,3
1246,2
1247,0
1248,0
1249,3
1250,1
1251,1
1252,0
1253,1
1254,0
1255,6
1256,5
1257,5
1258,5
1259,5
1260,4
1261,4
1262,3
1263,0
1264,6
1265,5
1266,6
1267,3
1268,4
1269,6
1270,3
1271,3
1272,1
1273,0
1274,3
1275,3
1276,4
1277,0
1278,4
1279,2
1280,6
1281,4
1282,4
1283,0
1284,4
1285,0
1286,6
1287,5
1288,2
1289,0
1290,3
1291,4
1292,0
1293,0
1294,5
1295,2
1296,6
1297,1
1298,6
1299,1
1300,0
1301,1
1302,0
1303,0
1304,4
1305,5
1306,0
1307,6
1308,0
1309,3
1310,0
1311,6
1312,3
1313,5
1314,0
1315,5
1316,0
1317,5
1318,5
1319,0
1320,3
1321,1
1322,6
1323,6
1324,6
1325,3
1326,5
1327,2
1328,0
1329,0
1330,4
1331,5
1332,3
1333,5
1334,6
1335,6
1336,1
1337,1
1338,0
1339,1
1340,2
1341,0
1342,6
1343,5
1344,5
1345,0
1346,5
1347,6
1348,0
1349,5
1350,5
1351,4
1352,1
1353,0
1354,4
1355,1
1356,6
1357,5
1358,0
1359,0
1360,5
1361,5
1362,5
1363,0
1364,2
1365,2
1366,6
1367,0
1368,6
1369,0
1370,2
1371,6
1372,4
1373,6
1374,2
1375,4
1376,6
1377,0
1378,1
1379,2
1380,5
1381,3
1382,5
1383,0
1384,5
1385,3
1386,3
1387,5
1388,0
1389,5
1390,6
1391,6
1392,6
1393,5
1394,6
1395,0
1396,5
1397,6
1398,3
1399,4
1400,3
1401,4
1402,0
1403,0
1404,3
1405,2
1406,1
1407,4
1408,6
1409,0
1410,3
1411,1
1412,1
1413,1
1414,4
1415,0
1416,2
1417,0
1418,5
1419,5
1420,0
1421,5
1422,4
1423,2
1424,4
1425,4
1426,2
1427,4
1428,4
1429,6
1430,0
1431,0
1432,5
1433,6
1434,4
1435,0
1436,5
1437,5
1438,6
1439,4
1440,1
1441,0
1442,3
1443,4
1444,6
1445,1
1446,3
1447,6
1448,5
1449,6
1450,6
1451,4
1452,2
1453,3
1454,3
1455,6
1456,6
1457,0
1458,3
1459,0
1460,6
1461,0
1462,5
1463,4
1464,1
1465,4
1466,6
1467,4
1468,5
1469,0
1470,4
1471,6
1472,5
1473,6
1474,6
1475,4
1476,1
1477,4
1478,5
1479,0
1480,4
1481,4
1482,6
1483,0
1484,4
1485,4
1486,6
1487,6
1488,5
1489,6
1490,1
1491,1
1492,1
1493,0
1494,5
1495,0
1496,2
1497,2
1498,0
1499,3
1500,4
1501,1
1502,6
1503,6
1504,1
1505,6
1506,0
1507,0
1508,6
1509,6
1510,0
1511,0
1512,5
1513,5
1514,2
1515,0
1516,5
1517,0
1518,1
1519,0
1520,3
1521,5
1522,6
1523,0
1524,0
1525,1
1526,0
1527,4
1528,0
1529,1
1530,0
1531,0
1532,0
1533,4
1534,4
1535,6
1536,6
1537,5
1538,2
1539,6
1540,3
1541,0
1542,0
1543,3
1544,6
1545,5
1546,5
1547,3
1548,6
1549,5
1550,5
1551,0
1552,4
1553,0
1554,6
1555,0
1556,6
1557,5
1558,6
1559,6
1560,6
1561,3
1562,5
1563,0
1564,6
1565,4
1566,3
1567,1
1568,1
1569,0
1570,3
1571,6
1572,6
1573,5
1574,3
1575,0
1576,0
1577,0
1578,6
1579,6
1580,2
1581,2
1582,0
1583,5
1584,2
1585,5
1586,5
1587,5
1588,0
1589,4
1590,6
1591,4
1592,0
1593,4
1594,2
1595,0
1596,6
1597,0
1598,2
1599,2
1600,5
1601,5
1602,1
1603,0
1604,4
1605,1
1606,2
1607,3
1608,0
1609,5
1610,6
